index,instance,width_bound,heuristic,random_seed,tw,msss,score,log_likelihood,reasoning_time
232,survey-5000,40,kmax,2,2,12.0,-19710.916,-3.931762627574588,0.008852834701538087
233,sachs-5000,40,kmax,2,5,729.0,-36511.41,-7.1625360002157334,0.010098772048950195
234,munin1-5000,40,kmax,2,11,13824000.0,-237342.712,-42.15601923708051,50.12028860569
235,mildew-5000,40,kmax,2,5,14968800.0,-262638.071,-48.76825478114104,13.90786633491516
236,insurance-5000,40,kmax,2,6,9600.0,-68053.141,-13.171643550104314,0.014409806728363036
237,hepar2-5000,40,kmax,2,7,768.0,-164434.662,-32.65269671744903,0.029814903736114503
238,hailfinder-5000,40,kmax,2,6,7128.0,-252372.936,-49.411672261104,0.040908217430114746
239,child-5000,40,kmax,2,8,38880.0,-62059.503,-12.22668017503302,0.020965354442596437
240,barley-5000,40,kmax,2,5,1085400.0,-294944.952,-52.398346134361674,0.7535037541389465
241,alarm-5000,40,kmax,2,15,35831808.0,-53781.339,-10.415376396591016,4.15853627204895
242,water-5000,40,kmax,1,4,768.0,-65865.813,-12.946466225974426,0.014004662036895751
243,survey-5000,40,kmax,1,2,12.0,-19710.916,-3.931762627574588,0.008553402423858643
244,sachs-5000,40,kmax,1,5,729.0,-36511.41,-7.162535736155533,0.007062010765075684
245,munin-5000,40,kmax,1,7,120000.0,-1040997.78,-190.43574402282837,1.8872639870643615
246,mildew-5000,40,kmax,1,5,14968800.0,-262638.071,-48.76825478114104,13.485607798099515
247,insurance-5000,40,kmax,1,6,9600.0,-68053.141,-13.171643550104314,0.014107913970947263
248,hepar2-5000,40,kmax,1,7,768.0,-164435.058,-32.65467882129334,0.03165472030639648
249,hailfinder-5000,40,kmax,1,6,7128.0,-252374.798,-49.411024643731515,0.02207979679107666
250,diabetes-5000,40,kmax,1,6,3326400.0,-2271437.016,-409.8966330274888,7.203946084976196
251,child-5000,40,kmax,1,8,38880.0,-62059.503,-12.226682146119426,0.020793039798736573
252,barley-5000,40,kmax,1,5,2026080.0,-294944.952,-52.398346134361674,1.7497315073013306
253,alarm-5000,40,kmax,1,15,35831808.0,-53781.339,-10.415376396591016,5.535234112739563
254,water-5000,40,kg,5,6,5184.0,-65865.813,-12.94633297885034,0.016999969482421873
255,survey-5000,40,kg,5,1,6.0,-19710.916,-3.931762627574588,0.0063695073127746586
256,sachs-5000,40,kg,5,5,729.0,-36511.41,-7.1625360002157334,0.01100379467010498
257,pigs-5000,40,kg,5,12,1594323.0,-1842648.317,-362.67225467400175,14.25215129852295
258,munin1-5000,40,kg,5,12,184320000.0,-243115.358,-43.98532166333635,
259,link-5000,40,kg,5,11,16777216.0,-1636598.488,-317.45853306524765,71.9282594704628
260,insurance-5000,40,kg,5,11,2211840.0,-68053.141,-13.171643550104314,0.18590270042419432
261,hepar2-5000,40,kg,5,10,24576.0,-164459.521,-32.648885402805874,0.09518033504486084
262,hailfinder-5000,40,kg,5,10,4105728.0,-252373.543,-49.411276551150785,2.326233603954315
263,barley-5000,40,kg,5,9,207360000.0,-295038.467,-52.38053505294289,
264,child-5000,40,kg,5,6,4860.0,-62059.503,-12.226682146119426,0.014145472049713136
265,water-5000,40,kg,4,3,256.0,-65865.813,-12.946334060412806,0.014439873695373535
266,alarm-5000,40,kg,5,9,55296.0,-53781.339,-10.415376396591016,0.05154263734817505
267,survey-5000,40,kg,4,3,24.0,-19710.916,-3.931762627574588,0.007201790809631348
268,sachs-5000,40,kg,4,4,243.0,-36511.41,-7.1625360002157334,0.011538991928100586
269,pathfinder-5000,40,kg,4,13,19660800.0,-150664.026,-26.854261035651614,48.83710177659989
270,link-5000,40,kg,4,11,2097152.0,-1638291.005,-319.01516424507173,8.478144385814666
271,insurance-5000,40,kg,4,9,204800.0,-68053.141,-13.171643550104314,0.04970864534378052
272,hepar2-5000,40,kg,4,13,55296.0,-164448.686,-32.660158698315406,0.1903961730003357
273,hailfinder-5000,40,kg,4,9,641520.0,-252403.455,-49.411388384393405,2.165157289505005
274,child-5000,40,kg,4,8,17280.0,-62059.503,-12.226682146119426,0.014223275184631347
275,barley-5000,40,kg,4,8,142560000.0,-294944.952,-52.398346134361674,
276,alarm-5000,40,kg,4,12,1990656.0,-53781.339,-10.415376400626045,0.49317628622055054
277,water-5000,40,kg,3,3,192.0,-65865.813,-12.946418827835368,0.014827022552490236
278,survey-5000,40,kg,3,3,24.0,-19710.916,-3.931762627574588,0.007890605926513672
279,sachs-5000,40,kg,3,6,2187.0,-36511.41,-7.162535736155533,0.01073397159576416
280,link-5000,40,kg,3,9,131072.0,-1640491.741,-318.4186667864346,1.66033536195755
281,insurance-5000,40,kg,3,13,7372800.0,-68053.141,-13.171643550104314,0.8210841012001038
282,hepar2-5000,40,kg,3,15,5308416.0,-164455.338,-32.65861765341525,10.309112503528596
283,hailfinder-5000,40,kg,3,10,2239488.0,-252394.788,-49.41166080995134,4.266549911499023
284,diabetes-5000,40,kg,3,7,20563200.0,-2269593.391,-406.12232481009886,33.272112932205204
285,child-5000,40,kg,3,6,1296.0,-62059.503,-12.226682146119426,0.014098680019378662
286,alarm-5000,40,kg,3,9,82944.0,-53781.339,-10.415376396591016,0.0330853533744812
287,water-5000,40,kg,2,6,6912.0,-65865.813,-12.946334057535678,0.0199251389503479
288,survey-5000,40,kg,2,3,24.0,-19710.916,-3.931762627574588,0.008093786239624024
289,sachs-5000,40,kg,2,5,729.0,-36511.41,-7.162536099798797,0.010863821506500244
290,mildew-5000,40,kg,2,4,92160.0,-262638.071,-48.76825478114104,0.09883547067642212
291,link-5000,40,kg,2,9,1048576.0,-1639652.537,-318.6468403929637,3.299761259555817
292,insurance-5000,40,kg,2,9,655360.0,-68053.141,-13.171643550104314,0.1770501661300659
293,hepar2-5000,40,kg,2,9,6912.0,-164459.861,-32.65551391761863,0.05450839519500733
294,hailfinder-5000,40,kg,2,7,114048.0,-252389.142,-49.411380145491194,0.602819344997406
295,child-5000,40,kg,2,12,466560.0,-62059.503,-12.22668017503302,0.03303844928741455
296,barley-5000,40,kg,2,6,66330000.0,-294952.766,-52.39834494695679,16.34622601747513
297,alarm-5000,40,kg,2,7,15552.0,-53781.339,-10.415376396591016,0.03632750749588013
298,water-5000,40,kg,1,4,768.0,-65865.813,-12.946334057535678,0.013430204391479492
299,survey-5000,40,kg,1,3,24.0,-19710.916,-3.931762627574588,0.00759547233581543
300,sachs-5000,40,kg,1,7,6561.0,-36511.41,-7.1625360002157334,0.01093519687652588
301,mildew-5000,40,kg,1,5,2459520.0,-262638.071,-48.76825478114104,1.6747201204299926
302,link-5000,40,kg,1,7,65536.0,-1638830.783,-319.5110271252329,0.9368679070472716
303,insurance-5000,40,kg,1,13,2359296.0,-68053.141,-13.171643550104314,0.2030026650428772
304,hepar2-5000,40,kg,1,8,1152.0,-164460.464,-32.66536934539714,0.03736560344696045
305,hailfinder-5000,40,kg,1,11,19245600.0,-252379.603,-49.40525913892144,20.53045571088791
306,child-5000,40,kg,1,7,9720.0,-62059.503,-12.226682146119426,0.0155592942237854
307,barley-5000,40,kg,1,7,81043200.0,-294953.977,-52.39834468421992,16.361228351593017
308,alarm-5000,40,kg,1,8,6912.0,-53781.339,-10.415376396591016,0.017354397773742675
309,water-5000,35,kmax,5,4,768.0,-65865.813,-12.946465970159297,0.013967897891998291
310,survey-5000,35,kmax,5,2,12.0,-19710.916,-3.931762627574588,0.007672455310821533
311,sachs-5000,35,kmax,5,5,729.0,-36511.41,-7.1625360002157334,0.011236002445220949
312,munin1-5000,35,kmax,5,14,176947200.0,-237351.68,-42.26120172570943,
313,mildew-5000,35,kmax,5,5,14968800.0,-262638.071,-48.76825478114104,12.607604055404662
314,insurance-5000,35,kmax,5,6,9600.0,-68053.141,-13.171643550104314,0.026707868576049804
315,hepar2-5000,35,kmax,5,6,384.0,-164434.662,-32.652696716587684,0.03111299991607666
316,hailfinder-5000,35,kmax,5,6,3888.0,-252373.026,-49.41124204835537,0.032638754844665524
317,child-5000,35,kmax,5,8,38880.0,-62059.503,-12.226682146119426,0.01863072633743286
318,barley-5000,35,kmax,5,5,213840.0,-294944.952,-52.398346134361674,0.3109471583366394
319,alarm-5000,35,kmax,5,15,35831808.0,-53781.339,-10.415376400626045,4.021822640895843
320,water-5000,35,kmax,4,4,768.0,-65865.813,-12.946334060072498,0.015665631294250488
321,survey-5000,35,kmax,4,2,12.0,-19710.916,-3.931762627574588,0.007774255275726318
322,sachs-5000,35,kmax,4,5,729.0,-36511.41,-7.162535736155533,0.011361305713653564
323,munin1-5000,35,kmax,4,11,86400000.0,-236775.089,-42.23487557910564,
324,mildew-5000,35,kmax,4,5,14968800.0,-262638.071,-48.76825478114104,15.813522911071775
325,insurance-5000,35,kmax,4,6,9600.0,-68053.141,-13.171643550104314,0.024005475044250487
326,hepar2-5000,35,kmax,4,7,768.0,-164434.662,-32.652696716587684,0.018993892669677735
327,hailfinder-5000,35,kmax,4,5,7128.0,-252407.569,-49.40515385633257,0.023232650756835935
328,child-5000,35,kmax,4,8,38880.0,-62059.503,-12.226682146119426,0.01999397039413452
329,barley-5000,35,kmax,4,5,213840.0,-294944.952,-52.398346134361674,0.2893801522254944
330,alarm-5000,35,kmax,4,15,35831808.0,-53781.339,-10.415376400626045,6.363268642425537
331,water-5000,35,kmax,3,4,768.0,-65865.813,-12.946465967622514,0.016159021854400636
332,survey-5000,35,kmax,3,2,12.0,-19710.916,-3.931762627574588,0.008258514404296875
333,sachs-5000,35,kmax,3,5,729.0,-36511.41,-7.1625360002157334,0.011809563636779786
334,mildew-5000,35,kmax,3,5,14968800.0,-262638.071,-48.76825478114104,14.298282952308655
335,link-5000,35,kmax,3,13,268435456.0,-1598186.175,-309.46640448688373,
336,insurance-5000,35,kmax,3,6,9600.0,-68053.141,-13.171643550104314,0.022009398937225345
337,hepar2-5000,35,kmax,3,7,384.0,-164439.675,-32.64603412315305,0.031130266189575196
338,hailfinder-5000,35,kmax,3,6,7128.0,-252411.866,-49.41186420714795,0.020484042167663575
339,diabetes-5000,35,kmax,3,5,428400.0,-2273488.084,-409.17194675705866,1.469837758541107
340,child-5000,35,kmax,3,8,38880.0,-62059.503,-12.226682146119426,0.01856823205947876
341,barley-5000,35,kmax,3,5,213840.0,-294953.977,-52.39834468421992,0.3316604042053223
342,alarm-5000,35,kmax,3,15,35831808.0,-53781.339,-10.415376400626045,5.450307912826538
343,water-5000,35,kmax,2,4,768.0,-65865.813,-12.946418827835368,0.015292155742645265
344,survey-5000,35,kmax,2,2,12.0,-19710.916,-3.931762627574588,0.007876508235931397
345,sachs-5000,35,kmax,2,5,729.0,-36511.41,-7.162535736155533,0.00985954999923706
346,mildew-5000,35,kmax,2,5,14968800.0,-262638.071,-48.76825478114104,13.162651574611663
347,insurance-5000,35,kmax,2,6,9600.0,-68053.141,-13.171643550104314,0.02296008586883545
348,hepar2-5000,35,kmax,2,5,192.0,-164443.885,-32.65273905522102,0.03024284839630127
349,hailfinder-5000,35,kmax,2,6,7128.0,-252401.002,-49.41120112453795,0.04071065902709961
350,diabetes-5000,35,kmax,2,6,1713600.0,-2274351.507,0.0,0.007863142490386964
351,child-5000,35,kmax,2,8,38880.0,-62059.503,-12.226682146119426,0.01854152202606201
352,barley-5000,35,kmax,2,5,213840.0,-294951.867,-52.398345624327575,0.28104653120040896
353,alarm-5000,35,kmax,2,15,35831808.0,-53781.339,-10.415376400626045,2.446367671489716
354,water-5000,35,kmax,1,4,768.0,-65865.813,-12.946533698495712,0.016086339950561523
355,survey-5000,35,kmax,1,2,12.0,-19710.916,-3.931762627574588,0.005943396091461182
356,sachs-5000,35,kmax,1,5,729.0,-36511.41,-7.162535835738647,0.01103154182434082
357,munin-5000,35,kmax,1,5,2400.0,-1042282.572,-190.98896155923015,1.1203943181037903
358,mildew-5000,35,kmax,1,5,14968800.0,-262638.071,-48.76825478114104,9.978566567897795
359,insurance-5000,35,kmax,1,6,9600.0,-68053.141,-13.171643550104314,0.02527641296386719
360,hepar2-5000,35,kmax,1,6,384.0,-164436.247,-32.64603395899389,0.03431396961212158
361,hailfinder-5000,35,kmax,1,5,7128.0,-252397.432,-49.40558135219229,0.04093990087509155
362,child-5000,35,kmax,1,8,38880.0,-62059.503,-12.226682146119426,0.01859629631042481
363,barley-5000,35,kmax,1,5,213840.0,-295023.606,-52.25354336071237,0.32539781093597414
364,alarm-5000,35,kmax,1,15,35831808.0,-53781.339,-10.415376396591016,4.406707377433777
365,water-5000,35,kg,5,4,432.0,-65865.813,-12.946334057535678,0.015666189193725585
366,survey-5000,35,kg,5,1,6.0,-19710.916,-3.931762627574588,0.007199921607971191
367,sachs-5000,35,kg,5,4,243.0,-36511.41,-7.162535736155533,0.010373098850250244
368,pigs-5000,35,kg,5,13,4782969.0,-1841867.539,-362.1575317354653,45.22222360610962
369,pathfinder-5000,35,kg,5,14,272160000.0,-150859.745,-26.938111390697873,
370,link-5000,35,kg,5,8,262144.0,-1641420.461,-319.0041185219917,2.1390703344345092
371,insurance-5000,35,kg,5,8,46080.0,-68053.141,-13.171643550104314,0.0300020694732666
372,hepar2-5000,35,kg,5,6,256.0,-164472.102,-32.65517326242739,0.029415459632873536
373,hailfinder-5000,35,kg,5,8,103680.0,-252415.704,-49.425653623027735,0.12499546051025393
374,child-5000,35,kg,5,6,4860.0,-62059.503,-12.226682146119426,0.013614771366119384
375,diabetes-5000,35,kg,5,5,2310400.0,-2277142.987,-404.9584159392538,10.998501670360564
376,alarm-5000,35,kg,5,10,147456.0,-53781.339,-10.415376400626045,0.12529289722442627
377,water-5000,35,kg,4,3,256.0,-65865.813,-12.946465970159297,0.015292813777923584
378,survey-5000,35,kg,4,3,24.0,-19710.916,-3.931762627574588,0.008460490703582764
379,sachs-5000,35,kg,4,4,243.0,-36511.41,-7.1625360002157334,0.010235583782196044
380,link-5000,35,kg,4,7,65536.0,-1642259.917,-319.5280042335321,1.0061279821395874
381,insurance-5000,35,kg,4,10,92160.0,-68053.141,-13.171643550104314,0.04079238891601562
382,hepar2-5000,35,kg,4,14,884736.0,-164492.306,-32.66505779609835,1.827396364212036
383,hailfinder-5000,35,kg,4,9,174636.0,-252443.703,-49.41422956978704,0.33055375337600706
384,child-5000,35,kg,4,8,17280.0,-62059.503,-12.226682146119426,0.015139927864074709
385,barley-5000,35,kg,4,6,612360.0,-295275.747,-52.312920746341135,0.35063318490982054
386,alarm-5000,35,kg,4,8,23328.0,-53781.339,-10.415376396591016,0.04707025766372681
387,water-5000,35,kg,3,3,192.0,-65865.813,-12.946334060072498,0.015079493522644044
388,survey-5000,35,kg,3,3,24.0,-19710.916,-3.931762627574588,0.008449194431304931
389,sachs-5000,35,kg,3,6,2187.0,-36511.41,-7.162535736155533,0.011113204956054688
390,pigs-5000,35,kg,3,11,531441.0,-1846882.947,-363.3174664253346,3.425976583957672
391,munin1-5000,35,kg,3,12,111974400.0,-244344.555,-43.610818686779766,
392,link-5000,35,kg,3,6,16384.0,-1642645.761,-319.36792649015376,0.9453394198417664
393,insurance-5000,35,kg,3,12,1105920.0,-68053.141,-13.171643550104314,0.16380874156951905
394,hepar2-5000,35,kg,3,10,27648.0,-164496.938,-32.65850735709102,0.13890603303909302
395,hailfinder-5000,35,kg,3,6,3888.0,-252417.99,-49.42471113630199,0.04494714975357056
396,child-5000,35,kg,3,6,1296.0,-62059.503,-12.22668017503302,0.014862189292907717
397,barley-5000,35,kg,3,5,317520.0,-295260.682,-52.27952949712312,0.42024113893508913
398,alarm-5000,35,kg,3,8,27648.0,-53781.339,-10.415376396591016,0.04018015146255493
399,water-5000,35,kg,2,6,6912.0,-65865.813,-12.946550737922172,0.020183563232421875
400,survey-5000,35,kg,2,3,24.0,-19710.916,-3.931762627574588,0.008785972595214844
401,sachs-5000,35,kg,2,5,729.0,-36511.41,-7.162535736155533,0.009693889617919922
402,pigs-5000,35,kg,2,16,129140163.0,-1849843.892,-363.8580271332987,
403,munin-5000,35,kg,2,9,223388928.0,-1071502.643,-197.41714004795844,
404,munin1-5000,35,kg,2,10,5529600.0,-242954.326,-43.577123854670155,24.210778052806855
405,mildew-5000,35,kg,2,4,92160.0,-262638.071,-48.76825478114104,0.10990998983383178
406,link-5000,35,kg,2,12,294912.0,-1640682.636,-318.30072340595285,1.6510537672042849
407,insurance-5000,35,kg,2,11,276480.0,-68053.141,-13.171643550104314,0.09901884555816652
408,hailfinder-5000,35,kg,2,14,295612416.0,-252458.715,-49.43356695252864,
409,hepar2-5000,35,kg,2,13,294912.0,-164472.269,-32.67481015672759,0.5501712918281555
410,child-5000,35,kg,2,12,466560.0,-62059.503,-12.226682146119426,0.03288663864135742
411,alarm-5000,35,kg,2,11,93312.0,-53781.339,-10.415376396591016,0.044582972526550295
412,survey-5000,35,kg,1,3,24.0,-19710.916,-3.931762627574588,0.006910462379455567
413,water-5000,35,kg,1,5,1296.0,-65865.813,-12.946465970159297,0.013619563579559324
414,sachs-5000,35,kg,1,7,6561.0,-36511.41,-7.1625360002157334,0.01131479024887085
415,mildew-5000,35,kg,1,5,2459520.0,-262638.071,-48.76825478114104,1.5392170667648315
416,link-5000,35,kg,1,8,131072.0,-1641983.037,-318.8196010803051,1.3907418131828309
417,insurance-5000,35,kg,1,13,8294400.0,-68053.141,-13.171643550104314,0.9596926450729372
418,hepar2-5000,35,kg,1,15,1769472.0,-164475.884,-32.64930776436497,4.322205362319946
419,hailfinder-5000,35,kg,1,7,42768.0,-252388.99,-49.405934171768145,0.16766996383666993
420,child-5000,35,kg,1,7,9720.0,-62059.503,-12.226682146119426,0.016114816665649415
421,barley-5000,35,kg,1,5,844200.0,-295300.875,-52.337032194671,0.4698479270935058
422,alarm-5000,35,kg,1,8,18432.0,-53781.339,-10.415376396591016,0.04084853172302246
423,water-5000,30,kmax,5,4,768.0,-65865.813,-12.946550737922172,0.014499704837799072
424,survey-5000,30,kmax,5,2,12.0,-19710.916,-3.931762627574588,0.008526749610900879
425,sachs-5000,30,kmax,5,5,729.0,-36511.41,-7.162535736155533,0.01050687313079834
426,munin1-5000,30,kmax,5,12,64800000.0,-236994.393,-42.46018104949447,
427,mildew-5000,30,kmax,5,5,14968800.0,-262638.071,-48.76825478114104,13.120410697460176
428,link-5000,30,kmax,5,13,134217728.0,-1591402.687,-308.3504441729632,
429,insurance-5000,30,kmax,5,6,9600.0,-68053.141,-13.171643550104314,0.0222681188583374
430,hepar2-5000,30,kmax,5,7,768.0,-164442.898,-32.6448087906944,0.03166272401809692
431,hailfinder-5000,30,kmax,5,4,1584.0,-252438.813,-49.41721991256928,0.03138387441635132
432,child-5000,30,kmax,5,8,38880.0,-62059.503,-12.226682146119426,0.018948886394500732
433,barley-5000,30,kmax,5,4,42768.0,-295256.396,-52.4592177721817,0.14451569557189942
434,alarm-5000,30,kmax,5,13,4478976.0,-53781.339,-10.415376396591016,1.1760971236228943
435,water-5000,30,kmax,4,4,768.0,-65865.813,-12.946465967622514,0.013732504844665528
436,survey-5000,30,kmax,4,2,12.0,-19710.916,-3.931762627574588,0.007731113433837891
437,sachs-5000,30,kmax,4,5,729.0,-36511.41,-7.162535736155533,0.01219099760055542
438,mildew-5000,30,kmax,4,5,14968800.0,-262638.071,-48.76825478114104,14.806087069511412
439,insurance-5000,30,kmax,4,6,9600.0,-68053.141,-13.171643550104314,0.02270108699798584
440,link-5000,30,kmax,4,13,268435456.0,-1597765.128,-309.800360915759,
441,hepar2-5000,30,kmax,4,6,384.0,-164445.131,-32.64610699857367,0.03223501920700073
442,hailfinder-5000,30,kmax,4,4,1188.0,-252429.853,-49.419277016244,0.029649977684020997
443,child-5000,30,kmax,4,8,38880.0,-62059.503,-12.226682146119426,0.020473997592926025
444,barley-5000,30,kmax,4,5,81000.0,-295130.757,-52.347840653850554,0.1601021981239319
445,alarm-5000,30,kmax,4,12,1990656.0,-53781.339,-10.415376396591016,0.4697328782081604
446,water-5000,30,kmax,3,4,768.0,-65865.813,-12.946465970159297,0.014212288856506348
447,survey-5000,30,kmax,3,2,12.0,-19710.916,-3.931762627574588,0.007589743137359619
448,sachs-5000,30,kmax,3,5,729.0,-36511.41,-7.162535736155533,0.010153322219848632
449,pathfinder-5000,30,kmax,3,14,87091200.0,-150425.302,-27.011647991736066,
450,link-5000,30,kmax,3,12,67108864.0,-1595682.556,-309.68021900426066,
451,mildew-5000,30,kmax,3,5,14968800.0,-262638.071,-48.76825478114104,11.171896448135376
452,insurance-5000,30,kmax,3,6,9600.0,-68053.141,-13.171643550104314,0.02302751302719116
453,hepar2-5000,30,kmax,3,6,384.0,-164439.828,-32.65658445693791,0.031011214256286623
454,hailfinder-5000,30,kmax,3,4,256.0,-252432.236,-49.41543748476417,0.02825907468795776
455,diabetes-5000,30,kmax,3,4,53295.0,-2273659.639,-410.9624651983514,0.7388506436347961
456,child-5000,30,kmax,3,8,38880.0,-62059.503,-12.226682146119426,0.02259142398834229
457,barley-5000,30,kmax,3,5,213840.0,-295130.757,-52.347840653850554,0.3508573365211487
458,alarm-5000,30,kmax,3,14,5971968.0,-53781.339,-10.415376400626045,0.5924554920196533
459,water-5000,30,kmax,2,4,768.0,-65865.813,-12.946465970499538,0.015421552658081056
460,survey-5000,30,kmax,2,2,12.0,-19710.916,-3.931762627574588,0.007381370067596435
461,sachs-5000,30,kmax,2,5,729.0,-36511.41,-7.162536099798797,0.010828721523284911
462,munin1-5000,30,kmax,2,7,367500.0,-236992.355,-42.36351425550432,2.3140360283851624
463,mildew-5000,30,kmax,2,5,14968800.0,-262638.071,-48.76825478114104,10.082039678096772
464,link-5000,30,kmax,2,13,268435456.0,-1593755.625,-309.80902320370825,
465,insurance-5000,30,kmax,2,6,9600.0,-68053.141,-13.171643550104314,0.021714084148406983
